timestamp,open,high,low,close,volume
2018-06-05 15:25:00,102.0900,102.1061,102.0300,102.0450,45308
2018-06-05 15:24:00,102.1100,102.1100,102.0900,102.1000,15802
2018-06-05 15:23:00,102.1101,102.1300,102.0900,102.1050,51185
2018-06-05 15:22:00,102.1650,102.1700,102.1200,102.1200,32307
2018-06-05 15:21:00,102.2050,102.2100,102.1700,102.1700,30672
2018-06-05 15:20:00,102.2400,102.2400,102.1900,102.2000,51023
2018-06-05 15:19:00,102.2200,102.2400,102.2100,102.2350,12691
2018-06-05 15:18:00,102.2250,102.2300,102.1900,102.2200,37567
2018-06-05 15:17:00,102.2050,102.2300,102.2050,102.2300,25789
2018-06-05 15:16:00,102.1850,102.2100,102.1850,102.2000,21285
2018-06-05 15:15:00,102.1600,102.1900,102.1500,102.1800,18292
2018-06-05 15:14:00,102.2000,102.2000,102.1500,102.1550,40884
2018-06-05 15:13:00,102.2050,102.2200,102.1900,102.1950,27804
2018-06-05 15:12:00,102.2100,102.2100,102.2000,102.2050,11300
2018-06-05 15:11:00,102.2400,102.2400,102.2000,102.2150,30363
2018-06-05 15:10:00,102.2200,102.2400,102.2100,102.2400,18230
2018-06-05 15:09:00,102.2000,102.2200,102.1901,102.2200,8741
2018-06-05 15:08:00,102.2100,102.2300,102.1700,102.1900,34415
2018-06-05 15:07:00,102.2068,102.2200,102.2048,102.2090,14104
2018-06-05 15:06:00,102.1700,102.2100,102.1700,102.2065,12970
2018-06-05 15:05:00,102.1500,102.1700,102.1450,102.1700,21663
2018-06-05 15:04:00,102.1550,102.1600,102.1440,102.1600,13964
2018-06-05 15:03:00,102.1550,102.1900,102.1426,102.1600,18737
2018-06-05 15:02:00,102.1750,102.1800,102.1500,102.1600,16993
2018-06-05 15:01:00,102.2385,102.2385,102.1600,102.1700,40386
2018-06-05 15:00:00,102.2400,102.2550,102.2200,102.2400,52881
2018-06-05 14:59:00,102.2300,102.2550,102.2200,102.2461,41121
2018-06-05 14:58:00,102.2300,102.2500,102.2200,102.2250,31127
2018-06-05 14:57:00,102.2300,102.2500,102.2200,102.2290,47027
2018-06-05 14:56:00,102.2243,102.2400,102.2200,102.2300,21474
2018-06-05 14:55:00,102.2400,102.2450,102.2200,102.2226,17694
2018-06-05 14:54:00,102.2450,102.2500,102.2300,102.2352,15159
2018-06-05 14:53:00,102.2400,102.2500,102.2300,102.2400,9885
2018-06-05 14:52:00,102.2400,102.2500,102.2250,102.2400,42551
2018-06-05 14:51:00,102.2399,102.2550,102.2300,102.2350,48484
2018-06-05 14:50:00,102.2650,102.2700,102.2300,102.2400,30786
2018-06-05 14:49:00,102.2509,102.2700,102.2300,102.2650,57202
2018-06-05 14:48:00,102.2350,102.2600,102.2300,102.2500,97267
2018-06-05 14:47:00,102.2200,102.2400,102.2200,102.2325,17767
2018-06-05 14:46:00,102.2000,102.2200,102.2000,102.2200,14405
2018-06-05 14:45:00,102.1900,102.2200,102.1700,102.2000,45302
2018-06-05 14:44:00,102.1500,102.1900,102.1500,102.1850,37646
2018-06-05 14:43:00,102.1600,102.1600,102.1301,102.1550,14126
2018-06-05 14:42:00,102.1250,102.1600,102.1200,102.1500,29489
2018-06-05 14:41:00,102.1100,102.1300,102.1000,102.1260,24308
2018-06-05 14:40:00,102.1266,102.1300,102.0900,102.1064,16168
2018-06-05 14:39:00,102.1350,102.1356,102.1100,102.1200,21594
2018-06-05 14:38:00,102.1100,102.1450,102.1100,102.1350,21091
2018-06-05 14:37:00,102.1000,102.1200,102.1000,102.1048,12238
2018-06-05 14:36:00,102.0900,102.1300,102.0800,102.1050,47229
2018-06-05 14:35:00,102.0750,102.1000,102.0700,102.0871,24846
2018-06-05 14:34:00,102.0500,102.0800,102.0450,102.0700,17992
2018-06-05 14:33:00,102.0450,102.0550,102.0400,102.0500,15425
2018-06-05 14:32:00,102.0500,102.0600,102.0400,102.0400,18098
2018-06-05 14:31:00,102.0500,102.0600,102.0400,102.0442,25011
2018-06-05 14:30:00,102.0500,102.0600,102.0400,102.0550,21475
2018-06-05 14:29:00,102.0500,102.0600,102.0300,102.0550,14374
2018-06-05 14:28:00,102.0650,102.0700,102.0600,102.0600,25614
2018-06-05 14:27:00,102.0700,102.0700,102.0400,102.0650,22848
2018-06-05 14:26:00,102.0961,102.1100,102.0700,102.0723,16169
2018-06-05 14:25:00,102.0840,102.1000,102.0800,102.1000,12814
2018-06-05 14:24:00,102.0700,102.0900,102.0700,102.0850,45334
2018-06-05 14:23:00,102.0400,102.0900,102.0400,102.0748,34187
2018-06-05 14:22:00,102.0200,102.0600,102.0100,102.0400,41196
2018-06-05 14:21:00,102.0300,102.0300,102.0019,102.0200,15756
